City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
297,Hoi An,VN,2022-03-23 05:34:43,15.8794,108.335,87.76,73,22,9.73
298,Guerrero Negro,MX,2022-03-23 05:33:49,27.9769,-114.0611,61.41,71,0,12.39
299,Kyabe,TD,2022-03-23 05:34:43,9.4515,18.9449,80.94,16,99,2.06
300,Grindavik,IS,2022-03-23 05:34:44,63.8424,-22.4338,41.47,93,100,13.8
301,Kaeo,NZ,2022-03-23 05:34:44,-35.1,173.7833,73.33,72,7,9.31
302,Sungaipenuh,ID,2022-03-23 05:34:45,-2.0833,101.3833,83.43,40,23,6.71
303,Norman Wells,CA,2022-03-23 05:34:45,65.282,-126.8329,1.44,78,100,0.0
304,Saldanha,ZA,2022-03-23 05:34:46,-33.0117,17.9442,68.05,77,85,10.94
305,Yulara,AU,2022-03-23 05:34:46,-25.2406,130.9889,96.64,14,32,12.66
306,Kontagora,NG,2022-03-23 05:34:47,10.3999,5.4695,76.03,49,69,4.23
307,Celestun,MX,2022-03-23 05:34:47,20.8667,-90.4,78.93,63,18,9.35
308,Valparaiso,CL,2022-03-23 05:32:08,-33.0393,-71.6273,60.48,66,40,4.61
309,Faya,SA,2022-03-23 05:34:48,18.3851,42.4509,64.92,41,11,5.64
310,Cherskiy,RU,2022-03-23 05:34:48,68.75,161.3,25.43,89,62,2.44
311,Kerman,IR,2022-03-23 05:34:49,30.2832,57.0788,62.46,25,0,4.61
312,Alofi,NU,2022-03-23 05:34:49,-19.0595,-169.9187,78.69,89,100,2.3
313,Ostrovnoy,RU,2022-03-23 05:34:50,68.0531,39.5131,29.97,75,100,25.48
314,Nelson Bay,AU,2022-03-23 05:34:51,-32.7167,152.15,76.08,77,99,3.0
315,San-Pedro,CI,2022-03-23 05:34:51,4.7485,-6.6363,77.59,93,100,3.36
316,Tourlaville,FR,2022-03-23 05:34:52,49.6383,-1.5664,45.82,76,0,6.91
317,Cabo San Lucas,MX,2022-03-23 05:34:52,22.8909,-109.9124,69.51,62,0,3.89
318,Carandai,BR,2022-03-23 05:34:53,-20.9536,-43.8064,55.17,96,70,8.77
319,Lorengau,PG,2022-03-23 05:34:53,-2.0226,147.2712,85.05,67,100,4.74
320,Gumdag,TM,2022-03-23 05:34:54,39.2061,54.5906,45.36,50,77,6.2
321,Primorsk,UA,2022-03-23 05:34:54,46.7348,36.3443,39.29,57,0,17.29
322,Mahon,ES,2022-03-23 05:34:55,39.8885,4.2658,54.16,66,40,16.11
323,Eureka,US,2022-03-23 05:34:55,40.8021,-124.1637,54.68,80,58,3.0
324,Lityn,UA,2022-03-23 05:34:56,49.3251,28.0809,42.35,66,0,4.61
325,Surt,LY,2022-03-23 05:34:56,31.2089,16.5887,54.1,55,43,9.15
326,Luchegorsk,RU,2022-03-23 05:34:57,46.4764,134.2569,35.64,72,100,7.27
327,Otane,NZ,2022-03-23 05:34:57,-39.8833,176.6333,64.0,97,100,8.52
328,Lukulu,ZM,2022-03-23 05:34:58,-14.3707,23.242,65.82,81,10,7.7
329,Bandarbeyla,SO,2022-03-23 05:34:58,9.4942,50.8122,80.01,67,3,5.88
330,Bantry,IE,2022-03-23 05:34:59,51.6833,-9.45,50.79,96,58,6.8
331,Taltal,CL,2022-03-23 05:34:59,-25.4,-70.4833,62.85,87,4,2.19
332,Sambava,MG,2022-03-23 05:35:00,-14.2667,50.1667,83.55,70,62,8.48
333,Nyurba,RU,2022-03-23 05:35:01,63.2842,118.3319,25.5,82,100,8.32
334,Tommot,RU,2022-03-23 05:35:01,58.9564,126.2925,27.68,72,100,8.05
335,Along,IN,2022-03-23 05:35:02,28.1667,94.7667,95.94,20,2,1.86
336,Arona,ES,2022-03-23 05:32:54,28.0996,-16.681,54.12,63,75,6.91
337,Pozo Colorado,PY,2022-03-23 05:35:02,-23.4923,-58.7972,79.27,67,52,7.96
338,Challans,FR,2022-03-23 05:34:41,46.8436,-1.8749,44.8,64,97,10.96
339,Manzhouli,CN,2022-03-23 05:35:03,49.6,117.4333,31.3,58,62,5.64
340,Kununurra,AU,2022-03-23 05:35:03,-15.7667,128.7333,94.98,52,93,10.36
341,Nemuro,JP,2022-03-23 05:35:04,43.3236,145.575,33.58,76,21,7.87
342,Kralendijk,BQ,2022-03-23 05:30:20,12.15,-68.2667,78.78,78,40,13.8
343,Verkhoyansk,RU,2022-03-23 05:35:04,67.5447,133.385,9.46,80,100,2.75
344,Sept-Iles,CA,2022-03-23 05:35:05,50.2001,-66.3821,31.05,63,100,20.71
345,Domoni,KM,2022-03-23 05:35:06,-12.2569,44.5319,83.48,78,90,7.9
346,Ponferrada,ES,2022-03-23 05:35:06,42.5466,-6.5962,50.83,75,99,13.0
347,Mosquera,CO,2022-03-23 05:31:50,4.7059,-74.2302,55.49,88,40,0.0
348,Basti,IN,2022-03-23 05:35:07,26.8,82.7167,98.1,6,1,8.41
349,Nenjiang,CN,2022-03-23 05:35:07,49.1833,125.2167,30.15,90,94,2.37
350,Harper,LR,2022-03-23 05:35:08,4.375,-7.7169,78.85,87,87,4.52
351,Flin Flon,CA,2022-03-23 05:35:08,54.7682,-101.865,21.04,96,91,3.62
352,Tabou,CI,2022-03-23 05:35:09,4.423,-7.3528,78.69,88,98,4.12
353,Tam Ky,VN,2022-03-23 05:35:09,15.5667,108.4833,88.25,60,15,8.79
354,Hay River,CA,2022-03-23 05:35:10,60.8156,-115.7999,10.38,85,75,13.8
355,Sarny,UA,2022-03-23 05:35:10,51.338,26.6019,43.41,67,0,3.33
356,Yangjiang,CN,2022-03-23 05:35:11,21.85,111.9667,66.94,85,100,11.1
357,Cidreira,BR,2022-03-23 05:35:12,-30.1811,-50.2056,70.25,82,100,20.04
358,Qeshm,IR,2022-03-23 05:35:12,26.9581,56.2719,78.67,67,0,2.28
359,Oksfjord,NO,2022-03-23 05:35:13,70.2396,22.3479,28.99,94,100,6.2
360,Touros,BR,2022-03-23 05:31:00,-5.1989,-35.4608,77.4,89,100,8.41
361,Richards Bay,ZA,2022-03-23 05:35:13,-28.783,32.0377,74.14,74,84,9.06
362,Mbanza-Ngungu,CD,2022-03-23 05:35:14,-5.25,14.8667,66.85,93,99,3.06
363,Tura,IN,2022-03-23 05:35:14,25.5198,90.2201,95.43,21,21,7.11
364,Trelleborg,SE,2022-03-23 05:35:15,55.3751,13.1569,37.35,67,36,6.35
365,Valleyview,CA,2022-03-23 05:30:43,55.0667,-117.2859,42.84,65,100,13.8
366,Evensk,RU,2022-03-23 05:35:15,61.95,159.2333,22.51,87,99,2.19
367,Russell,US,2022-03-23 05:35:16,32.3502,-85.1999,70.97,82,100,12.66
368,Cockburn Town,TC,2022-03-23 05:32:16,21.4612,-71.1419,77.07,76,1,22.75
369,Hovd,MN,2022-03-23 05:35:16,48.0056,91.6419,36.68,27,100,16.73
370,Kapiri Mposhi,ZM,2022-03-23 05:35:17,-13.9652,28.6809,62.91,88,100,6.73
371,Kavaratti,IN,2022-03-23 05:35:17,10.5669,72.642,83.53,63,37,6.64
372,Mbale,UG,2022-03-23 05:35:18,1.0821,34.175,73.72,67,26,3.29
373,General Pico,AR,2022-03-23 05:35:18,-35.6566,-63.7568,62.04,78,0,9.04
374,Tamboril,DO,2022-03-23 05:35:19,19.4854,-70.611,69.69,88,20,4.61
375,Hokitika,NZ,2022-03-23 05:35:19,-42.7167,170.9667,66.34,81,98,4.0
376,Akyab,MM,2022-03-23 05:35:20,20.15,92.9,82.35,68,96,12.06
377,Port Hardy,CA,2022-03-23 05:30:30,50.6996,-127.4199,50.18,81,100,11.5
378,Marsabit,KE,2022-03-23 05:35:20,2.3284,37.9899,71.33,58,4,18.41
379,Flinders,AU,2022-03-23 05:35:21,-34.5833,150.8552,70.05,84,100,12.39
380,Carutapera,BR,2022-03-23 05:35:21,-1.195,-46.02,74.75,95,100,2.98
381,Xining,CN,2022-03-23 05:35:22,36.6167,101.7667,62.64,10,11,2.86
382,Sheridan,US,2022-03-23 05:35:23,44.8333,-106.9173,38.91,50,0,0.0
383,Ahipara,NZ,2022-03-23 05:35:23,-35.1667,173.1667,67.21,82,11,9.46
384,Kailua,US,2022-03-23 05:35:24,21.4022,-157.7394,75.18,82,100,3.0
385,Poopo,BO,2022-03-23 05:35:24,-18.3667,-66.9667,47.03,78,68,3.33
386,Namatanai,PG,2022-03-23 05:35:25,-3.6667,152.4333,83.7,69,100,8.21
387,Ceres,US,2022-03-23 05:35:25,37.5949,-120.9577,68.05,69,0,0.0
388,Guangzhou,CN,2022-03-23 05:30:42,23.1167,113.25,55.35,82,100,11.92
389,Huoqiu,CN,2022-03-23 05:35:26,32.3394,116.2694,56.25,65,91,9.19
390,Bekovo,RU,2022-03-23 05:35:26,52.4663,43.712,34.23,97,100,6.62
391,Luganville,VU,2022-03-23 05:35:27,-15.5333,167.1667,76.86,95,97,1.72
392,Vardo,NO,2022-03-23 05:35:27,70.3705,31.1107,29.52,62,100,10.89
393,Mitsamiouli,KM,2022-03-23 05:35:28,-11.3847,43.2844,84.49,74,20,2.3
394,Sulangan,PH,2022-03-23 05:35:28,11.1373,123.7228,83.12,73,72,7.43
395,Ust-Nera,RU,2022-03-23 05:35:29,64.5667,143.2,13.69,84,100,1.79
396,Macon,US,2022-03-23 05:35:29,39.8667,-88.9668,52.88,100,100,3.44
397,Port Hedland,AU,2022-03-23 05:35:30,-20.3167,118.5667,105.85,17,70,5.75
398,Zheleznodorozhnyy,RU,2022-03-23 05:35:30,55.7503,38.0042,35.78,87,16,5.37
399,Rawah,IQ,2022-03-23 05:35:31,34.4816,41.9093,56.39,44,31,8.95
400,Barsovo,RU,2022-03-23 05:35:31,61.1667,73.1667,19.53,90,99,4.94
401,Rawson,AR,2022-03-23 05:35:32,-43.3002,-65.1023,70.14,28,62,17.52
402,Dauphin,CA,2022-03-23 05:33:22,51.1494,-100.0502,26.74,100,0,10.36
403,Peruibe,BR,2022-03-23 05:35:33,-24.32,-46.9983,69.1,87,72,3.62
404,Roald,NO,2022-03-23 05:35:33,62.5833,6.1333,43.09,70,0,10.36
405,Olecko,PL,2022-03-23 05:35:34,54.0337,22.507,42.4,71,0,5.46
406,Kenora,CA,2022-03-23 05:35:34,49.8167,-94.4337,32.97,100,100,4.61
407,Redmond,US,2022-03-23 05:35:02,47.674,-122.1215,56.34,87,38,1.01
408,Arica,CL,2022-03-23 05:31:46,-18.475,-70.3042,64.63,72,0,5.75
409,Grand-Santi,GF,2022-03-23 05:35:35,4.25,-54.3833,71.46,100,92,1.92
410,Lagoa,PT,2022-03-23 05:35:36,39.05,-27.9833,59.36,68,82,14.16
411,Thinadhoo,MV,2022-03-23 05:35:36,0.5333,72.9333,83.66,66,1,12.95
412,Turayf,SA,2022-03-23 05:35:36,31.6725,38.6637,44.85,61,0,9.22
413,Amapa,BR,2022-03-23 05:35:37,1.0,-52.0,69.69,99,73,0.38
414,Mahajanga,MG,2022-03-23 05:35:37,-15.7167,46.3167,86.02,74,20,4.61
415,Abengourou,CI,2022-03-23 05:35:38,6.7297,-3.4964,72.61,100,93,2.35
416,Kropotkin,RU,2022-03-23 05:35:38,45.4375,40.5756,37.78,36,0,19.84
417,Inuvik,CA,2022-03-23 05:35:39,68.3499,-133.7218,-3.24,74,75,10.36
418,Tual,ID,2022-03-23 05:35:39,-5.6667,132.75,79.68,81,100,11.97
419,Nandu,CN,2022-03-23 05:35:39,22.8525,110.8233,57.92,91,100,5.06
420,Tucumcari,US,2022-03-23 05:35:40,35.1717,-103.725,40.95,48,0,10.36
421,Umm Kaddadah,SD,2022-03-23 05:35:40,13.6017,26.6876,73.76,19,83,20.2
422,Yagodnoye,RU,2022-03-23 05:35:40,62.55,149.6667,12.43,83,100,1.9
423,Axim,GH,2022-03-23 05:35:41,4.8699,-2.2405,79.57,85,100,7.49
424,Ucluelet,CA,2022-03-23 05:35:41,48.9329,-125.5528,49.08,94,100,8.68
425,Hualmay,PE,2022-03-23 05:35:41,-11.0964,-77.6139,69.46,85,63,9.84
426,Sabang,ID,2022-03-23 05:35:42,5.8933,95.3214,83.07,73,85,12.28
427,Saint-Pierre,RE,2022-03-23 05:35:42,-21.3393,55.4781,85.91,77,0,10.36
428,Catuday,PH,2022-03-23 05:35:42,16.2923,119.8062,83.05,74,7,13.91
429,Breclav,CZ,2022-03-23 05:35:43,48.759,16.882,31.05,54,0,2.8
430,Winnemucca,US,2022-03-23 05:35:43,40.973,-117.7357,44.65,70,0,9.22
431,Korsakovo,RU,2022-03-23 05:35:44,53.2677,37.3569,32.13,98,100,6.62
432,Dhidhdhoo,MV,2022-03-23 05:35:45,6.8833,73.1,83.01,62,96,7.81
433,Segovia,ES,2022-03-23 05:35:45,41.1667,-4.0,40.12,95,94,7.25
434,Maxixe,MZ,2022-03-23 05:35:45,-23.8597,35.3472,77.65,72,2,9.48
435,Taos,US,2022-03-23 05:35:46,36.4072,-105.5731,32.4,66,100,9.22
436,Yenagoa,NG,2022-03-23 05:35:43,4.9247,6.2642,79.0,90,100,3.74
437,Kajaani,FI,2022-03-23 05:35:46,64.2273,27.7285,26.65,74,0,4.61
438,Madinat Sittah Uktubar,EG,2022-03-23 05:35:47,29.8167,31.05,51.4,46,4,16.2
439,Dwarka,IN,2022-03-23 05:35:47,22.2394,68.9678,81.43,56,12,10.47
440,Linxia,CN,2022-03-23 05:35:47,35.6003,103.2064,63.48,15,3,5.44
441,Bayangol,RU,2022-03-23 05:35:48,50.6977,103.4656,26.92,52,93,3.71
442,Muravlenko,RU,2022-03-23 05:35:48,63.7898,74.523,12.49,91,100,11.03
443,Markova,UA,2022-03-23 05:35:48,48.6758,24.4138,41.68,63,0,3.15
444,San Policarpo,PH,2022-03-23 05:35:49,12.1791,125.5072,83.28,73,97,6.69
445,Timmins,CA,2022-03-23 05:35:42,48.4669,-81.3331,28.22,64,100,4.61
446,Bol,TD,2022-03-23 05:35:49,13.4586,14.7147,74.86,39,100,19.57
447,Yangambi,CD,2022-03-23 05:35:49,0.8102,24.4336,74.41,76,83,4.47
448,Urubicha,BO,2022-03-23 05:35:50,-15.3833,-62.95,70.05,99,31,2.33
449,Iranshahr,IR,2022-03-23 05:35:50,27.2025,60.6848,80.94,18,0,0.0
450,Santarem,BR,2022-03-23 05:35:50,-2.4431,-54.7083,78.93,100,40,2.3
451,Bac Lieu,VN,2022-03-23 05:35:51,9.285,105.7244,88.99,57,77,13.73
452,Webuye,KE,2022-03-23 05:35:51,0.6075,34.7697,71.04,57,7,1.12
453,Popondetta,PG,2022-03-23 05:35:51,-8.7537,148.2534,84.96,68,100,6.2
454,Moose Jaw,CA,2022-03-23 05:35:46,50.4001,-105.5344,28.65,80,5,5.75
455,Menongue,AO,2022-03-23 05:35:51,-14.6585,17.691,64.29,94,100,4.36
456,Bugene,TZ,2022-03-23 05:35:52,-1.5911,31.1403,61.2,87,61,1.61
457,Tyukhtet,RU,2022-03-23 05:31:48,56.5389,89.3011,24.55,83,100,12.97
458,Fairbanks,US,2022-03-23 05:35:52,64.8378,-147.7164,9.01,57,0,13.8
459,Senneterre,CA,2022-03-23 05:35:52,48.3835,-77.2328,11.28,98,58,3.96
460,Mocuba,MZ,2022-03-23 05:35:53,-16.8392,36.9856,74.46,87,82,5.35
461,Rapid Valley,US,2022-03-23 05:35:53,44.0625,-103.1463,41.72,42,40,17.27
462,Meulaboh,ID,2022-03-23 05:35:53,4.1363,96.1285,85.93,67,60,6.73
463,Rosetta,EG,2022-03-23 05:35:54,31.4044,30.4164,52.48,70,62,18.25
464,Salalah,OM,2022-03-23 05:35:54,17.0151,54.0924,78.89,57,0,2.3
465,Beira,MZ,2022-03-23 05:35:54,-19.8436,34.8389,73.49,94,75,5.75
466,Hami,CN,2022-03-23 05:35:55,42.8,93.45,56.75,29,70,5.79
467,Alibag,IN,2022-03-23 05:35:55,18.6411,72.8792,93.27,37,21,9.89
468,Kholm,RU,2022-03-23 05:35:55,59.2667,32.85,33.4,87,58,5.82
469,The Valley,AI,2022-03-23 05:35:56,18.217,-63.0578,77.09,74,2,20.29
470,La Asuncion,VE,2022-03-23 05:35:56,11.0333,-63.8628,76.73,94,1,12.66
471,Raudeberg,NO,2022-03-23 05:35:56,61.9875,5.1352,43.86,57,27,15.68
472,Matagami,CA,2022-03-23 05:32:36,49.7502,-77.6328,6.91,85,0,2.3
473,Talaya,RU,2022-03-23 05:35:57,61.3833,152.75,17.71,80,100,1.45
474,Palaikastron,GR,2022-03-23 05:38:22,35.2,26.25,49.44,71,97,15.17
475,Souillac,MU,2022-03-23 05:38:23,-20.5167,57.5167,84.58,79,40,11.5
476,Svetlogorsk,BY,2022-03-23 05:38:23,52.6333,29.7333,41.04,80,0,1.95
477,Songea,TZ,2022-03-23 05:35:26,-10.6833,35.65,69.19,87,72,2.55
478,Wattegama,LK,2022-03-23 05:38:23,6.7989,81.4808,95.68,42,18,0.92
479,Chernyshevskiy,RU,2022-03-23 05:38:24,63.0128,112.4714,21.18,84,100,6.91
480,Sechura,PE,2022-03-23 05:38:24,-5.5569,-80.8222,71.6,77,77,10.87
481,Wuning,CN,2022-03-23 05:38:24,29.2589,120.2311,52.3,74,98,4.45
482,Providencia,MX,2022-03-23 05:38:25,28.7167,-111.5833,67.41,34,7,12.68
483,Baykit,RU,2022-03-23 05:38:25,61.67,96.37,25.27,88,100,3.56
484,Ranot,TH,2022-03-23 05:38:25,7.7777,100.3213,84.74,69,70,5.91
485,Ojinaga,MX,2022-03-23 05:38:25,29.5667,-104.4167,50.95,43,0,9.22
486,Andenes,NO,2022-03-23 05:38:26,69.3143,16.1194,40.98,87,100,19.57
487,Dong Hoi,VN,2022-03-23 05:38:26,17.4833,106.6,80.06,87,100,6.26
488,Klyuchi,RU,2022-03-23 05:38:27,52.2667,79.1667,25.97,84,97,16.08
489,Baisha,CN,2022-03-23 05:38:27,26.5222,110.9311,60.17,62,95,2.04
490,Gazli,UZ,2022-03-23 05:38:28,40.1333,63.45,40.69,68,98,4.16
491,Yinchuan,CN,2022-03-23 05:38:01,38.4681,106.2731,61.48,17,0,5.86
492,Aykhal,RU,2022-03-23 05:38:28,66.0,111.5,8.15,83,100,3.78
493,Talara,PE,2022-03-23 05:38:29,-4.5772,-81.2719,73.53,73,94,14.54
494,Adrar,MR,2022-03-23 05:34:57,20.5022,-10.0711,66.87,15,6,10.4
495,Zhifang,CN,2022-03-23 05:38:29,30.35,114.3167,49.98,66,100,6.06
496,Bose,IT,2022-03-23 05:38:30,45.4612,8.0137,45.28,42,0,4.12
497,Talcahuano,CL,2022-03-23 05:38:30,-36.7167,-73.1167,56.88,88,75,2.3
498,Maymyo,MM,2022-03-23 05:38:31,22.0333,96.4667,74.79,57,100,3.65
499,Husavik,IS,2022-03-23 05:38:31,66.0449,-17.3389,28.29,92,100,6.35
500,Kastamonu,TR,2022-03-23 05:38:32,41.5,33.6667,30.04,73,35,2.37
501,Quatre Cocos,MU,2022-03-23 05:38:33,-20.2078,57.7625,85.08,72,57,13.24
502,Noumea,NC,2022-03-23 05:38:27,-22.2763,166.4572,82.38,70,68,10.63
503,Olinda,BR,2022-03-23 05:38:33,-8.0089,-34.8553,76.73,94,75,2.3
504,Baghdad,IQ,2022-03-23 05:38:34,33.3406,44.4009,57.11,54,0,2.3
505,Srednekolymsk,RU,2022-03-23 05:38:34,67.45,153.6833,14.14,91,100,6.26
506,Cururupu,BR,2022-03-23 05:38:35,-1.8283,-44.8683,73.6,98,100,2.21
507,Nantucket,US,2022-03-23 05:38:35,41.2835,-70.0995,39.31,54,0,20.71
508,Djambala,CG,2022-03-23 05:38:36,-2.5447,14.7533,68.74,78,96,2.37
509,Slavgorodskoye,RU,2022-03-23 05:38:36,53.0214,78.6435,24.13,89,92,16.13
510,Xacmaz,AZ,2022-03-23 05:38:37,41.4635,48.806,38.75,58,26,3.42
511,Bedele,ET,2022-03-23 05:38:37,8.456,36.353,70.21,48,57,3.94
512,La Palma,US,2022-03-23 05:38:38,33.8464,-118.0467,74.01,62,0,0.0
513,Gryfice,PL,2022-03-23 05:35:29,53.9165,15.2003,37.83,57,5,4.68
514,Arroyo,ES,2022-03-23 05:38:38,41.6096,-4.7969,43.07,85,0,9.22
515,Kandi,BJ,2022-03-23 05:34:06,11.1342,2.9386,78.93,40,52,5.28
516,Ilulissat,GL,2022-03-23 05:38:39,69.2167,-51.1,1.42,85,75,13.8
517,Xiaoyi,CN,2022-03-23 05:38:39,34.6178,109.703,65.73,40,43,2.17
518,Wadowice,PL,2022-03-23 05:38:40,49.8834,19.4929,44.53,54,0,2.86
519,West Wendover,US,2022-03-23 05:38:40,40.7391,-114.0733,43.36,65,19,4.32
520,Polis,CY,2022-03-23 05:38:41,35.0367,32.4264,46.29,89,99,8.16
521,Jvari,GE,2022-03-23 05:38:41,42.7169,42.052,44.85,45,19,1.68
522,Matara,LK,2022-03-23 05:36:39,5.9485,80.5353,87.33,62,25,9.19
523,Presidente Medici,BR,2022-03-23 05:38:42,-11.1753,-61.9014,71.17,97,70,2.93
524,Aviles,ES,2022-03-23 05:38:42,43.5547,-5.9248,55.92,66,0,3.44
525,Howard Springs,AU,2022-03-23 05:38:43,-12.497,131.047,93.97,70,100,2.8
526,Magdalena,PH,2022-03-23 05:38:44,14.1999,121.429,90.36,47,61,8.01
527,Jining,CN,2022-03-23 05:38:44,35.405,116.5814,64.09,38,10,13.4
528,Geraldton,AU,2022-03-23 05:38:45,-28.7667,114.6,90.01,31,0,19.57
529,Clarence Town,AU,2022-03-23 05:38:45,-32.5833,151.7833,76.6,78,99,9.19
530,Samarina,RU,2022-03-23 05:38:46,57.8878,27.8054,28.29,77,57,5.99
531,Road Town,VG,2022-03-23 05:38:12,18.4167,-64.6167,75.0,71,0,17.4
532,Petrove,UA,2022-03-23 05:38:46,48.3247,33.2562,40.08,55,0,0.96
533,Escanaba,US,2022-03-23 05:38:47,45.7453,-87.0646,32.31,93,100,13.8
534,Kabinda,CD,2022-03-23 05:38:47,-6.1333,24.4833,66.63,92,99,3.89
535,Kendari,ID,2022-03-23 05:38:48,-3.945,122.4989,78.51,85,99,6.35
536,Torrevieja,ES,2022-03-23 05:38:48,37.9787,-0.6822,57.11,84,100,15.99
537,Sangar,RU,2022-03-23 05:38:49,63.9242,127.4739,10.13,83,9,3.27
538,Trincomalee,LK,2022-03-23 05:38:49,8.5711,81.2335,83.37,71,35,7.99
539,Zhanakorgan,KZ,2022-03-23 05:38:50,43.9098,67.2495,43.79,50,86,8.43
540,Labuhan,ID,2022-03-23 05:38:50,-6.8844,112.2051,86.59,68,62,9.48
541,Karratha,AU,2022-03-23 05:38:51,-20.7377,116.8463,100.24,30,95,5.44
542,Tamiahua,MX,2022-03-23 05:38:51,21.2667,-97.45,67.28,81,83,7.61
543,Oistins,BB,2022-03-23 05:38:52,13.0667,-59.5333,77.09,73,40,13.8
544,Taga,RO,2022-03-23 05:38:52,46.95,24.05,32.32,62,0,1.3
545,Santiago Del Estero,AR,2022-03-23 05:38:53,-27.7951,-64.2615,67.69,93,36,4.7
546,Sayyan,YE,2022-03-23 05:38:53,15.1718,44.3244,65.26,43,9,1.81
547,Svetlaya,RU,2022-03-23 05:38:54,46.5389,138.3297,39.34,66,100,11.41
548,Huntingdon,GB,2022-03-23 05:35:42,52.3305,-0.1865,46.27,87,51,3.09
549,Swan River,CA,2022-03-23 05:38:55,52.1058,-101.2676,30.09,74,66,4.61
550,Araria,IN,2022-03-23 05:38:55,26.15,87.5167,97.79,16,81,3.31
551,Barra Do Bugres,BR,2022-03-23 05:38:56,-15.0725,-57.1811,71.51,97,46,3.69
552,Arkhangelskoye,RU,2022-03-23 05:38:56,55.8549,35.3287,32.74,90,21,4.7
553,Boffa,GN,2022-03-23 05:38:57,10.1667,-14.0333,75.51,89,14,2.86
554,Banjarmasin,ID,2022-03-23 05:35:48,-3.3244,114.591,91.54,48,100,2.84
555,Wadi Musa,JO,2022-03-23 05:38:57,30.3222,35.4793,40.01,69,23,10.36
556,Iquitos,PE,2022-03-23 05:34:45,-3.7481,-73.2472,75.24,100,75,2.3
